"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 18 15:36:16 GMT 2022","Wed May 18 15:36:16 GMT 2022","33","apps.home.tests_vkr.core","test_agregate","","","","test_agregate[123-24.05.2010-01.01.2022]",""
"passed","Wed May 18 15:32:31 GMT 2022","Wed May 18 15:32:31 GMT 2022","63","apps.home.tests_vkr.generator","test_adv_creator","","","","test_create_adv_campaign[5000-01.01.2000-01.01.2022]",""
"passed","Wed May 18 15:37:57 GMT 2022","Wed May 18 15:37:57 GMT 2022","32","apps.home.tests_vkr.core","test_slyce_by_day","","","","test_slyce_by_day[10000-25.05.2010-01.01.2022]",""
"passed","Wed May 18 15:33:01 GMT 2022","Wed May 18 15:33:02 GMT 2022","801","apps.home.tests_vkr.generator","test_dummy_campaign_crm","","","","test_dummy_campaign_crm[4-25.05.2010-01.01.2022]",""
"passed","Wed May 18 15:34:00 GMT 2022","Wed May 18 15:34:02 GMT 2022","2242","apps.home.tests_vkr.generator","test_dummy_campaign_crm","","","","test_dummy_campaign_crm[9-01.01.2000-10.10.2010]",""
"passed","Wed May 18 15:35:00 GMT 2022","Wed May 18 15:35:00 GMT 2022","2","apps.home.tests_vkr.basic_functionality","test_random_floats","","","","test_random_floats[0-1000]",""
"passed","Wed May 18 15:33:14 GMT 2022","Wed May 18 15:33:15 GMT 2022","889","apps.home.tests_vkr.generator","test_dummy_campaign_crm","","","","test_dummy_campaign_crm[6-01.10.2010-25.11.2010]",""
"passed","Wed May 18 15:36:14 GMT 2022","Wed May 18 15:36:15 GMT 2022","32","apps.home.tests_vkr.core","test_agregate","","","","test_agregate[1200-25.05.2010-01.01.2022]",""
"passed","Wed May 18 15:35:00 GMT 2022","Wed May 18 15:35:00 GMT 2022","0","apps.home.tests_vkr.basic_functionality","test_random_ints","","","","test_random_ints[10000-20]",""
"passed","Wed May 18 15:34:27 GMT 2022","Wed May 18 15:34:29 GMT 2022","1461","apps.home.tests_vkr.generator","test_trivial_crm","","","","test_trivial_crm[40-25.05.2010-01.01.2022]",""
"passed","Wed May 18 15:33:17 GMT 2022","Wed May 18 15:33:19 GMT 2022","1473","apps.home.tests_vkr.generator","test_dummy_campaign_crm","","","","test_dummy_campaign_crm[6-25.05.2010-01.01.2022]",""
"passed","Wed May 18 15:34:26 GMT 2022","Wed May 18 15:34:27 GMT 2022","1429","apps.home.tests_vkr.generator","test_trivial_crm","","","","test_trivial_crm[40-24.05.2010-01.01.2022]",""
"passed","Wed May 18 15:37:57 GMT 2022","Wed May 18 15:37:57 GMT 2022","1","apps.home.tests_vkr.core","test_slyce_by_day","","","","test_slyce_by_day[10000-25.05.2010-24.10.2010]",""
"passed","Wed May 18 15:33:53 GMT 2022","Wed May 18 15:33:54 GMT 2022","1383","apps.home.tests_vkr.generator","test_dummy_campaign_crm","","","","test_dummy_campaign_crm[9-01.10.2010-01.01.2022]",""
"passed","Wed May 18 15:32:32 GMT 2022","Wed May 18 15:32:32 GMT 2022","34","apps.home.tests_vkr.generator","test_adv_creator","","","","test_create_adv_campaign[10000000000-24.05.2010-01.01.2022]",""
"passed","Wed May 18 15:34:09 GMT 2022","Wed May 18 15:34:12 GMT 2022","2699","apps.home.tests_vkr.generator","test_dummy_campaign_crm","","","","test_dummy_campaign_crm[10-01.10.2010-01.01.2022]",""
"passed","Wed May 18 15:35:00 GMT 2022","Wed May 18 15:35:00 GMT 2022","1","apps.home.tests_vkr.basic_functionality","test_random_ints","","","","test_random_ints[10-49]",""
"passed","Wed May 18 15:32:46 GMT 2022","Wed May 18 15:32:46 GMT 2022","12","apps.home.tests_vkr.generator","test_conformity","","","","test_conformity[yandex-Test campain-400-2-30.10.2010-30.11.2010]",""
"passed","Wed May 18 15:32:31 GMT 2022","Wed May 18 15:32:31 GMT 2022","48","apps.home.tests_vkr.generator","test_adv_creator","","","","test_create_adv_campaign[3000-01.01.2000-24.10.2010]",""
"passed","Wed May 18 15:34:54 GMT 2022","Wed May 18 15:34:56 GMT 2022","1598","apps.home.tests_vkr.generator","test_trivial_crm","","","","test_trivial_crm[49-01.01.2000-25.11.2010]",""
"passed","Wed May 18 15:34:40 GMT 2022","Wed May 18 15:34:40 GMT 2022","30","apps.home.tests_vkr.generator","test_trivial_crm","","","","test_trivial_crm[20-24.05.2010-25.11.2010]",""
"passed","Wed May 18 15:32:43 GMT 2022","Wed May 18 15:32:43 GMT 2022","35","apps.home.tests_vkr.generator","test_conformity","","","","test_conformity[yandex-Test campain-1400-44.78-25.10.2010-30.11.2010]",""
