"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 30 15:52:16 GMT 2022","Sat Apr 30 15:52:16 GMT 2022","32","tests_vkr.proto","test_trivial_crm","","","","test_trivial_crm[30-25.05.2010-24.10.2010]",""
"passed","Sat Apr 30 15:52:06 GMT 2022","Sat Apr 30 15:52:06 GMT 2022","1","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[3000-25.05.2010-25.11.2010]",""
"passed","Sat Apr 30 15:52:06 GMT 2022","Sat Apr 30 15:52:06 GMT 2022","55","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[1200-01.01.2000-01.01.2022]",""
"passed","Sat Apr 30 15:52:06 GMT 2022","Sat Apr 30 15:52:06 GMT 2022","2","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[5000-24.05.2010-25.11.2010]",""
"passed","Sat Apr 30 15:52:07 GMT 2022","Sat Apr 30 15:52:07 GMT 2022","2","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[123-24.05.2010-24.10.2010]",""
"passed","Sat Apr 30 15:52:24 GMT 2022","Sat Apr 30 15:52:25 GMT 2022","266","tests_vkr.proto","test_trivial_crm","","","","test_trivial_crm[10-25.05.2010-01.01.2022]",""
"passed","Sat Apr 30 15:52:24 GMT 2022","Sat Apr 30 15:52:24 GMT 2022","10","tests_vkr.proto","test_trivial_crm","","","","test_trivial_crm[10-24.05.2010-24.10.2010]",""
"passed","Sat Apr 30 15:52:27 GMT 2022","Sat Apr 30 15:52:27 GMT 2022","569","tests_vkr.proto","test_trivial_crm","","","","test_trivial_crm[11-01.01.2000-01.01.2022]",""
"passed","Sat Apr 30 15:52:07 GMT 2022","Sat Apr 30 15:52:07 GMT 2022","2","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[1-24.05.2010-25.11.2010]",""
"passed","Sat Apr 30 15:52:06 GMT 2022","Sat Apr 30 15:52:06 GMT 2022","27","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[1200-01.01.2000-24.10.2010]",""
"passed","Sat Apr 30 15:52:06 GMT 2022","Sat Apr 30 15:52:06 GMT 2022","28","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[1200-24.05.2010-01.01.2022]",""
