"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed May 18 13:50:17 GMT 2022","Wed May 18 13:50:17 GMT 2022","0","apps.home.tests_vkr.generator","test_conformity","","","","test_conformity[yandex-Test campain-8998-1.5-25.10.2010-30.12.2010]",""
"skipped","Wed May 18 13:50:17 GMT 2022","Wed May 18 13:50:17 GMT 2022","0","apps.home.tests_vkr.generator","test_conformity","","","","test_conformity[yandex-Test campain-9999-44.78-25.10.2010-30.12.2010]",""
"passed","Wed May 18 13:52:26 GMT 2022","Wed May 18 13:52:26 GMT 2022","1","apps.home.tests_vkr.basic_functionality","test_random_floats","","","","test_random_floats[12.23-30]",""
"passed","Wed May 18 13:50:17 GMT 2022","Wed May 18 13:50:17 GMT 2022","61","apps.home.tests_vkr.generator","test_adv_creator","","","","test_create_adv_campaign[123-01.01.2000-01.01.2022]",""
"passed","Wed May 18 13:50:17 GMT 2022","Wed May 18 13:50:17 GMT 2022","29","apps.home.tests_vkr.generator","test_adv_creator","","","","test_create_adv_campaign[1-01.01.2000-24.10.2010]",""
"skipped","Wed May 18 13:50:17 GMT 2022","Wed May 18 13:50:17 GMT 2022","1","apps.home.tests_vkr.generator","test_conformity","","","","test_conformity[yandex-Test campain-5432-44.78-25.10.2010-30.12.2010]",""
"skipped","Wed May 18 13:50:17 GMT 2022","Wed May 18 13:50:17 GMT 2022","0","apps.home.tests_vkr.generator","test_conformity","","","","test_conformity[yandex-Test campain-9999-7777-25.10.2010-30.12.2010]",""
"passed","Wed May 18 13:52:26 GMT 2022","Wed May 18 13:52:26 GMT 2022","1","apps.home.tests_vkr.basic_functionality","test_random_floats","","","","test_random_floats[10000-30]",""
"passed","Wed May 18 13:52:14 GMT 2022","Wed May 18 13:52:14 GMT 2022","16","apps.home.tests_vkr.generator","test_trivial_crm","","","","test_trivial_crm[11-25.05.2010-25.11.2010]",""
"passed","Wed May 18 13:51:46 GMT 2022","Wed May 18 13:51:48 GMT 2022","1874","apps.home.tests_vkr.generator","test_dummy_campaign_crm","","","","test_dummy_campaign_crm[10-01.01.2000-25.11.2010]",""
"passed","Wed May 18 13:50:19 GMT 2022","Wed May 18 13:50:20 GMT 2022","661","apps.home.tests_vkr.generator","test_dummy_campaign_crm","","","","test_dummy_campaign_crm[1-01.01.2000-01.01.2022]",""
"passed","Wed May 18 13:52:12 GMT 2022","Wed May 18 13:52:12 GMT 2022","352","apps.home.tests_vkr.generator","test_trivial_crm","","","","test_trivial_crm[10-25.05.2010-01.01.2022]",""
"skipped","Wed May 18 13:50:17 GMT 2022","Wed May 18 13:50:17 GMT 2022","0","apps.home.tests_vkr.generator","test_conformity","","","","test_conformity[yandex-Test campain-8998-1.5-25.10.2010-30.11.2010]",""
"passed","Wed May 18 13:52:11 GMT 2022","Wed May 18 13:52:12 GMT 2022","351","apps.home.tests_vkr.generator","test_trivial_crm","","","","test_trivial_crm[10-24.05.2010-01.01.2022]",""
"skipped","Wed May 18 13:50:17 GMT 2022","Wed May 18 13:50:17 GMT 2022","0","apps.home.tests_vkr.generator","test_conformity","","","","test_conformity[yandex-Test campain-1400-999.99-30.10.2010-30.12.2010]",""
"passed","Wed May 18 13:50:15 GMT 2022","Wed May 18 13:50:15 GMT 2022","35","apps.home.tests_vkr.generator","test_adv_creator","","","","test_create_adv_campaign[8000-24.05.2010-01.01.2022]",""
"passed","Wed May 18 13:50:16 GMT 2022","Wed May 18 13:50:16 GMT 2022","33","apps.home.tests_vkr.generator","test_adv_creator","","","","test_create_adv_campaign[5000-25.05.2010-01.01.2022]",""
"passed","Wed May 18 13:52:26 GMT 2022","Wed May 18 13:52:26 GMT 2022","0","apps.home.tests_vkr.basic_functionality","test_random_floats","","","","test_random_floats[0-20]",""
"passed","Wed May 18 13:52:26 GMT 2022","Wed May 18 13:52:26 GMT 2022","0","apps.home.tests_vkr.basic_functionality","test_random_floats","","","","test_random_floats[10-49]",""
"passed","Wed May 18 13:50:16 GMT 2022","Wed May 18 13:50:16 GMT 2022","63","apps.home.tests_vkr.generator","test_adv_creator","","","","test_create_adv_campaign[8000-01.01.2000-01.01.2022]",""
"passed","Wed May 18 13:50:17 GMT 2022","Wed May 18 13:50:17 GMT 2022","1","apps.home.tests_vkr.generator","test_adv_creator","","","","test_create_adv_campaign[1-25.05.2010-24.10.2010]",""
"passed","Wed May 18 13:51:27 GMT 2022","Wed May 18 13:51:29 GMT 2022","1703","apps.home.tests_vkr.generator","test_dummy_campaign_crm","","","","test_dummy_campaign_crm[9-01.01.2000-10.10.2010]",""
"passed","Wed May 18 13:50:19 GMT 2022","Wed May 18 13:50:19 GMT 2022","309","apps.home.tests_vkr.generator","test_dummy_campaign_crm","","","","test_dummy_campaign_crm[1-01.01.2000-10.10.2010]",""
"skipped","Wed May 18 13:50:17 GMT 2022","Wed May 18 13:50:17 GMT 2022","0","apps.home.tests_vkr.generator","test_conformity","","","","test_conformity[yandex-Test campain-1400-999.99-25.10.2010-30.11.2010]",""
"passed","Wed May 18 13:50:16 GMT 2022","Wed May 18 13:50:16 GMT 2022","62","apps.home.tests_vkr.generator","test_adv_creator","","","","test_create_adv_campaign[5000-01.01.2000-01.01.2022]",""
"passed","Wed May 18 13:52:51 GMT 2022","Wed May 18 13:52:58 GMT 2022","7006","apps.home.tests_vkr.models","test_model","","","","test_model[49]",""
"passed","Wed May 18 13:50:23 GMT 2022","Wed May 18 13:50:24 GMT 2022","401","apps.home.tests_vkr.generator","test_dummy_campaign_crm","","","","test_dummy_campaign_crm[3-01.10.2010-10.10.2010]",""
"skipped","Wed May 18 13:50:17 GMT 2022","Wed May 18 13:50:17 GMT 2022","0","apps.home.tests_vkr.generator","test_conformity","","","","test_conformity[yandex-Test campain-8998-1.5-30.10.2010-30.12.2010]",""
"passed","Wed May 18 13:52:26 GMT 2022","Wed May 18 13:52:26 GMT 2022","0","apps.home.tests_vkr.basic_functionality","test_random_ints","","","","test_random_ints[10-20]",""
"passed","Wed May 18 13:50:16 GMT 2022","Wed May 18 13:50:16 GMT 2022","63","apps.home.tests_vkr.generator","test_adv_creator","","","","test_create_adv_campaign[10000-01.01.2000-01.01.2022]",""
"passed","Wed May 18 13:50:16 GMT 2022","Wed May 18 13:50:16 GMT 2022","1","apps.home.tests_vkr.generator","test_adv_creator","","","","test_create_adv_campaign[3000-25.05.2010-24.10.2010]",""
