"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 29 00:08:47 GMT 2022","Fri Apr 29 00:08:47 GMT 2022","21","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[5000-25.05.2010-01.01.2022]",""
"passed","Fri Apr 29 00:08:48 GMT 2022","Fri Apr 29 00:08:48 GMT 2022","21","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[1-24.05.2010-01.01.2022]",""
"passed","Fri Apr 29 00:08:47 GMT 2022","Fri Apr 29 00:08:47 GMT 2022","41","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[1200-01.01.2000-01.01.2022]",""
"passed","Fri Apr 29 00:08:47 GMT 2022","Fri Apr 29 00:08:47 GMT 2022","21","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[1200-25.05.2010-01.01.2022]",""
"passed","Fri Apr 29 00:08:48 GMT 2022","Fri Apr 29 00:08:48 GMT 2022","21","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[123-25.05.2010-01.01.2022]",""
"passed","Fri Apr 29 00:08:48 GMT 2022","Fri Apr 29 00:08:48 GMT 2022","39","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[1-01.01.2000-01.01.2022]",""
"passed","Fri Apr 29 00:08:47 GMT 2022","Fri Apr 29 00:08:47 GMT 2022","41","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[8000-01.01.2000-01.01.2022]",""
"passed","Fri Apr 29 00:08:47 GMT 2022","Fri Apr 29 00:08:47 GMT 2022","16","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[8000-24.05.2010-24.10.2010]",""
"passed","Fri Apr 29 00:08:48 GMT 2022","Fri Apr 29 00:08:48 GMT 2022","22","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[10000-25.05.2010-01.01.2022]",""
"passed","Fri Apr 29 00:08:47 GMT 2022","Fri Apr 29 00:08:47 GMT 2022","21","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[3000-24.05.2010-01.01.2022]",""
"passed","Fri Apr 29 00:08:47 GMT 2022","Fri Apr 29 00:08:47 GMT 2022","1","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[5000-25.05.2010-24.10.2010]",""
"passed","Fri Apr 29 00:08:48 GMT 2022","Fri Apr 29 00:08:48 GMT 2022","1","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[10000-25.05.2010-24.10.2010]",""
"passed","Fri Apr 29 00:08:48 GMT 2022","Fri Apr 29 00:08:48 GMT 2022","2","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[10000000000-24.05.2010-25.11.2010]",""
"passed","Fri Apr 29 00:08:48 GMT 2022","Fri Apr 29 00:08:48 GMT 2022","19","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[123-01.01.2000-24.10.2010]",""
"passed","Fri Apr 29 00:08:48 GMT 2022","Fri Apr 29 00:08:48 GMT 2022","1","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[1-24.05.2010-25.11.2010]",""
"passed","Fri Apr 29 00:08:48 GMT 2022","Fri Apr 29 00:08:48 GMT 2022","22","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[10000000000-24.05.2010-01.01.2022]",""
"failed","Fri Apr 29 00:08:48 GMT 2022","Fri Apr 29 00:08:48 GMT 2022","0","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[0-01.01.2000-01.01.2022]",""
"passed","Fri Apr 29 00:08:47 GMT 2022","Fri Apr 29 00:08:47 GMT 2022","1","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[3000-24.05.2010-24.10.2010]",""
"failed","Fri Apr 29 00:08:48 GMT 2022","Fri Apr 29 00:08:48 GMT 2022","0","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[0-25.05.2010-24.10.2010]",""
"passed","Fri Apr 29 00:08:47 GMT 2022","Fri Apr 29 00:08:47 GMT 2022","1","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[8000-24.05.2010-25.11.2010]",""
"passed","Fri Apr 29 00:08:47 GMT 2022","Fri Apr 29 00:08:47 GMT 2022","40","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[3000-01.01.2000-01.01.2022]",""
"passed","Fri Apr 29 00:08:47 GMT 2022","Fri Apr 29 00:08:47 GMT 2022","23","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[8000-24.05.2010-01.01.2022]",""
"passed","Fri Apr 29 00:08:48 GMT 2022","Fri Apr 29 00:08:48 GMT 2022","1","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[1-25.05.2010-24.10.2010]",""
"failed","Fri Apr 29 00:08:48 GMT 2022","Fri Apr 29 00:08:48 GMT 2022","0","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[0-01.01.2000-25.11.2010]",""
"passed","Fri Apr 29 00:08:48 GMT 2022","Fri Apr 29 00:08:48 GMT 2022","1","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[123-24.05.2010-24.10.2010]",""
"passed","Fri Apr 29 00:08:48 GMT 2022","Fri Apr 29 00:08:48 GMT 2022","23","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[10000000000-25.05.2010-01.01.2022]",""
"passed","Fri Apr 29 00:08:47 GMT 2022","Fri Apr 29 00:08:47 GMT 2022","1","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[1200-25.05.2010-25.11.2010]",""
"passed","Fri Apr 29 00:08:47 GMT 2022","Fri Apr 29 00:08:47 GMT 2022","1","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[1200-24.05.2010-25.11.2010]",""
"passed","Fri Apr 29 00:08:48 GMT 2022","Fri Apr 29 00:08:48 GMT 2022","21","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[10000000000-01.01.2000-25.11.2010]",""
"passed","Fri Apr 29 00:08:47 GMT 2022","Fri Apr 29 00:08:47 GMT 2022","21","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[8000-01.01.2000-24.10.2010]",""
"passed","Fri Apr 29 00:08:47 GMT 2022","Fri Apr 29 00:08:47 GMT 2022","2","tests_vkr.proto","test_adv_creator","","","","test_create_adv_campaign[3000-24.05.2010-25.11.2010]",""
