"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 18 17:13:53 GMT 2022","Wed May 18 17:13:53 GMT 2022","29","apps.home.tests_vkr.generator","test_adv_creator","","","","test_create_adv_campaign[1200-01.01.2000-24.10.2010]",""
"passed","Wed May 18 17:14:04 GMT 2022","Wed May 18 17:14:05 GMT 2022","231","apps.home.tests_vkr.generator","test_conformity","","","","test_conformity[yandex-Test campain-8998-44.78-30.10.2010-30.11.2010]",""
"passed","Wed May 18 17:15:38 GMT 2022","Wed May 18 17:15:40 GMT 2022","1690","apps.home.tests_vkr.generator","test_dummy_campaign_crm","","","","test_dummy_campaign_crm[10-25.05.2010-25.11.2010]",""
"passed","Wed May 18 17:16:23 GMT 2022","Wed May 18 17:16:23 GMT 2022","1","apps.home.tests_vkr.basic_functionality","test_random_ints","","","","test_random_ints[10-49]",""
"passed","Wed May 18 17:19:20 GMT 2022","Wed May 18 17:19:20 GMT 2022","34","apps.home.tests_vkr.core","test_slyce_by_day","","","","test_slyce_by_day[10000000000-01.01.2000-24.10.2010]",""
"passed","Wed May 18 17:16:22 GMT 2022","Wed May 18 17:16:22 GMT 2022","0","apps.home.tests_vkr.basic_functionality","test_random_floats","","","","test_random_floats[10-10]",""
"passed","Wed May 18 17:13:54 GMT 2022","Wed May 18 17:13:54 GMT 2022","1","apps.home.tests_vkr.generator","test_adv_creator","","","","test_create_adv_campaign[10000000000-25.05.2010-25.11.2010]",""
"passed","Wed May 18 17:16:23 GMT 2022","Wed May 18 17:16:23 GMT 2022","2","apps.home.tests_vkr.basic_functionality","test_random_floats","","","","test_random_floats[90.9-1000]",""
"passed","Wed May 18 17:19:20 GMT 2022","Wed May 18 17:19:20 GMT 2022","33","apps.home.tests_vkr.core","test_slyce_by_day","","","","test_slyce_by_day[123-01.01.2000-24.10.2010]",""
"passed","Wed May 18 17:14:08 GMT 2022","Wed May 18 17:14:08 GMT 2022","127","apps.home.tests_vkr.generator","test_conformity","","","","test_conformity[yandex-Test campain-5432-44.78-25.10.2010-30.11.2010]",""
