"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 18 17:07:25 GMT 2022","Wed May 18 17:07:25 GMT 2022","9","apps.home.tests_vkr.generator","test_adv_creator","","","","test_create_adv_campaign[8000-24.05.2010-24.10.2010]",""
"passed","Wed May 18 17:10:03 GMT 2022","Wed May 18 17:10:03 GMT 2022","29","apps.home.tests_vkr.generator","test_trivial_crm","","","","test_trivial_crm[20-25.05.2010-24.10.2010]",""
"passed","Wed May 18 17:07:27 GMT 2022","Wed May 18 17:07:27 GMT 2022","36","apps.home.tests_vkr.generator","test_adv_creator","","","","test_create_adv_campaign[123-01.01.2000-25.11.2010]",""
"passed","Wed May 18 17:07:26 GMT 2022","Wed May 18 17:07:26 GMT 2022","2","apps.home.tests_vkr.generator","test_adv_creator","","","","test_create_adv_campaign[5000-24.05.2010-24.10.2010]",""
"passed","Wed May 18 17:07:47 GMT 2022","Wed May 18 17:07:48 GMT 2022","654","apps.home.tests_vkr.generator","test_dummy_campaign_crm","","","","test_dummy_campaign_crm[2-01.10.2010-01.01.2022]",""
"passed","Wed May 18 17:10:09 GMT 2022","Wed May 18 17:10:09 GMT 2022","18","apps.home.tests_vkr.generator","test_trivial_crm","","","","test_trivial_crm[11-24.05.2010-25.11.2010]",""
"passed","Wed May 18 17:09:09 GMT 2022","Wed May 18 17:09:10 GMT 2022","1730","apps.home.tests_vkr.generator","test_dummy_campaign_crm","","","","test_dummy_campaign_crm[9-25.05.2010-25.11.2010]",""
"passed","Wed May 18 17:08:04 GMT 2022","Wed May 18 17:08:05 GMT 2022","631","apps.home.tests_vkr.generator","test_dummy_campaign_crm","","","","test_dummy_campaign_crm[5-01.10.2010-10.10.2010]",""
"passed","Wed May 18 17:07:40 GMT 2022","Wed May 18 17:07:40 GMT 2022","168","apps.home.tests_vkr.generator","test_conformity","","","","test_conformity[yandex-Test campain-5432-999.99-30.10.2010-30.12.2010]",""
"passed","Wed May 18 17:07:40 GMT 2022","Wed May 18 17:07:40 GMT 2022","59","apps.home.tests_vkr.generator","test_conformity","","","","test_conformity[yandex-Test campain-1400-1.5-30.10.2010-30.11.2010]",""
